Location,Indicator,Period,Dim1,First Tooltip
Bangladesh,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,65.3
Bangladesh,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,37.8
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,8.7
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,15
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,2.3
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,8.7
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,15.1
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,2.3
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,8.8
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,15.2
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,2.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,8.9
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,15.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,2.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,8.9
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,15.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,2.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,9
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,15.6
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,2.4
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,9.3
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,16.1
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,2.6
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,9.8
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,16.9
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,2.8
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,10.5
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,17.9
Barbados,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,3.1
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,26.6
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,42.8
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,10.4
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,27
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,43.6
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,10.5
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,27.5
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,44.4
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,10.6
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,28
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,45.3
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,10.7
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,28.7
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,46.5
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,10.8
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,29.1
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,47.4
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,10.9
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,31
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,50.7
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,11.2
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,34
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,56.2
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,11.8
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,37.3
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,62.1
Belarus,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,12.4
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Both sexes,25
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Male,26.9
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2018,Female,23.1
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Both sexes,25.2
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Male,27.2
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2017,Female,23.3
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Both sexes,25.5
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Male,27.6
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2016,Female,23.3
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Both sexes,25.7
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Male,27.9
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2015,Female,23.4
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Both sexes,25.9
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Male,28.3
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2014,Female,23.5
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Both sexes,26.3
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Male,28.9
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2013,Female,23.7
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Both sexes,27
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Male,30
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2010,Female,24
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Both sexes,28.5
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Male,32.3
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2005,Female,24.7
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Both sexes,29.9
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Male,34.7
Belgium,Age-standardized prevalence of current tobacco smoking among persons aged 15 years and older,2000,Female,25.2
